month_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,45,46,47,48,49,50,52,53,54,55,56,57,58,60,62,63,64,65,66,67,69,70,73,74,76,77,78,79,80,81,82,83,84,85,86,87,89,90,92,93,94,96,97,98,99,100,101,102,103,104,105,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,176,177,178,179,180,181,182,183,184,198,199,205,206,209,213,214,218,220,222,223,231,232,233,234,235,237,242,243,244,245,246
517,0.0099,0.0062,0.0109,0.2771,0.0055,0.0054,0.0069,0.0079,0.7564,0.0071,0.078,0.0765,0.3454,0.0051,0.0284,3.3049,0.0058,0.0054,0.0049,0.0053,0.0054,0.0059,0.0177,0.005,0.0052,0.0062,1.2621,0.0048,0.0054,0.0516,0.0307,0.0071,0.0055,0.0052,0.0052,0.0059,0.0051,0.0062,0.0057,0.021,0.0316,0.0067,0.0052,0.0063,5.3627,0.0209,0.1438,3.4685,0.5298,0.0053,0.0067,0.595,0.0261,3.1519,0.007,4.7201,0.0713,0.0141,0.0054,2.0264,0.0409,0.2181,2.6823,2.8827,0.1965,0.7342,0.0079,0.0056,3.4557,5.4013,0.1259,0.6981,0.0055,0.0053,0.0049,0.0068,0.005,0.0057,0.0066,0.0056,0.0109,0.0059,0.0631,1.7135,0.0055,0.005,0.0049,0.0072,0.1656,0.0052,0.0047,0.0048,0.0071,0.0053,0.0062,0.0052,0.007,0.0053,0.0055,0.0051,0.0057,0.0053,0.0073,6.9035,0.0061,0.0099,6.3918,0.0084,0.0141,0.3728,4.3396,0.198,1.19,0.0075,1.2273,0.0071,0.0061,0.0661,0.0095,4.6166,0.3397,0.0091,4.454,0.5346,0.1788,0.0075,0.006,0.0064,0.0087,0.0048,1.555,0.0074,0.0092,0.0106,5.0463,1.2303,0.0079,0.0047,0.0049,0.0061,2.2564,0.295,0.0232,0.0101,0.0058,0.0058,0.0105,3.4754,0.0261,0.0114,0.1158,0.0527,4.8241,0.0063,0.0093,0.0055,0.0055,0.4869,0.0059,0.0056,0.0052,0.0064,0.0054,0.3429,0.0073,0.0053,0.0053,0.0259,0.0062,0.0069,0.0378,0.0336,0.0055,1.049,0.4906,1.006,2.0529,5.1451,1.8354,3.1584,0.0047,0.0061,0.0051,0.0127,1.3448,1.0771,0.2847,0.2051,0.0206,1.4706,1.0259
518,0.0083,0.0074,0.0056,0.4915,0.0176,0.017,0.0062,0.0127,1.1739,0.0067,0.1351,0.1429,0.4632,0.0046,0.0995,3.1484,0.0068,0.0059,0.0047,0.0058,0.0058,0.0059,0.0684,0.0071,0.0051,0.0065,1.4057,0.0041,0.0057,0.0483,0.0848,0.0117,0.0059,0.0051,0.0056,0.0175,0.0049,0.0043,0.0169,0.041,0.098,0.0067,0.0044,0.0058,5.5839,0.1135,0.1962,3.5119,0.4695,0.0121,0.0238,0.663,0.042,3.5346,0.0191,4.995,0.0495,0.1953,0.0198,2.0671,0.1369,0.3815,2.996,2.8418,0.2582,0.7766,0.0212,0.019,3.8988,6.2915,0.1669,0.6783,0.0053,0.0052,0.0044,0.0066,0.0049,0.0071,0.0065,0.0059,0.0229,0.0052,0.0692,2.0821,0.0062,0.0044,0.0205,0.0088,0.1685,0.0049,0.0043,0.0083,0.0079,0.0055,0.0047,0.0045,0.0107,0.0053,0.0196,0.0052,0.0051,0.0055,0.0071,7.84,0.0189,0.0317,7.3066,0.0093,0.0267,0.6568,4.5938,0.2233,1.101,0.0215,1.3708,0.0147,0.0199,0.13,0.0283,4.7771,0.4781,0.0175,4.6202,0.6107,0.3388,0.0196,0.0066,0.017,0.024,0.0053,1.8854,0.0194,0.4136,0.0249,5.8085,1.3922,0.019,0.0057,0.0059,0.018,1.9442,0.3933,0.0425,0.0219,0.0193,0.0158,0.0276,3.5275,0.099,0.0221,0.191,0.0848,5.2403,0.0198,0.0277,0.0055,0.0221,0.6319,0.0173,0.0168,0.007,0.0184,0.0172,0.5478,0.018,0.0168,0.0183,0.1,0.008,0.0194,0.054,0.0426,0.0218,1.0705,0.6818,1.5211,2.1495,5.5671,2.1958,3.2583,0.0049,0.0067,0.0052,0.0142,1.0833,1.446,0.449,0.2774,0.0355,1.4645,1.2063
519,0.0158,0.0132,0.0198,0.3685,0.0292,0.0259,0.0321,0.0305,0.6935,0.033,0.1776,0.1654,0.5441,0.0103,0.1022,3.2951,0.014,0.0149,0.0104,-0.0047,0.0116,0.0283,0.0356,0.016,0.0105,0.0118,1.4077,0.0258,0.0275,0.1257,0.0461,0.0204,0.013,0.0104,0.0026,0.0273,0.0266,0.0306,0.0256,0.0506,0.0884,0.0052,0.0259,0.0331,5.8098,0.024,0.2262,3.594,0.4996,0.0265,0.0438,0.6798,0.1541,3.5941,0.0278,4.8261,0.0648,0.1332,0.0773,2.1738,0.137,0.4194,3.0395,3.0946,0.3766,1.0702,0.0702,0.0332,3.5543,5.8187,0.2672,0.8527,0.0108,-0.0116,0.0018,0.0356,0.0015,0.0317,0.0305,0.0117,0.0462,0.0297,0.0639,1.991,0.0311,0.0029,0.0399,0.0345,0.3405,-0.031,0.0009,0.0268,0.0354,0.0114,0.0281,0.0293,0.0037,-0.0114,0.0423,0.0011,0.0036,-0.0006,0.0182,7.1719,0.0343,0.0866,6.3193,-0.0067,0.1177,0.6194,4.423,0.2377,1.1193,0.0385,1.4212,0.0308,0.066,0.1391,0.0617,4.8835,0.525,0.0237,4.303,0.755,0.2513,0.0282,0.0038,0.0455,0.0537,-0.0005,1.4796,0.0539,0.0365,0.0413,4.6985,1.3604,0.0495,0.0016,0.0018,0.0295,2.5058,0.4922,0.1005,0.0488,0.0283,0.009,0.064,3.5173,0.0609,0.0348,0.1131,0.148,4.6699,0.0336,0.031,0.0017,0.025,0.6491,0.0283,0.0286,0.0029,0.0455,0.1182,0.4892,0.0675,0.1168,0.0257,0.1514,0.0085,0.0502,0.0934,0.0307,0.0416,1.1237,0.7351,1.1761,2.4831,5.1307,2.1761,3.2577,0.0013,0.0116,0.0017,0.026,1.148,1.0929,0.4037,0.3137,0.091,1.6401,1.4027
520,0.0122,0.006,0.0356,0.378,0.0099,0.0037,0.0222,0.0163,0.9239,0.0097,0.164,0.1803,0.5599,0.0033,0.1214,3.2726,0.0077,0.008,0.003,0.0048,0.0054,0.0063,0.0267,0.0243,0.0037,0.005,1.3514,0.004,0.0047,0.0528,0.0645,0.0143,0.0092,0.0035,0.0035,0.0059,0.0034,0.0065,0.0049,0.0717,0.144,0.0061,0.0037,0.0084,5.6175,0.0581,0.2004,3.7855,0.466,0.0055,0.0142,0.7656,0.0798,3.6186,0.007,5.2187,0.0497,0.1162,0.0063,2.2608,0.0659,0.3962,3.2699,3.0577,0.2962,0.925,0.0139,0.0081,3.6865,5.7899,0.183,0.737,0.0055,0.0047,0.0037,0.0371,0.0045,0.0057,0.0333,0.0054,0.0189,0.0045,0.0565,2.0072,0.0348,0.0317,0.0032,0.0385,0.2719,0.004,0.0042,0.0056,0.0423,0.0043,0.0047,0.003,0.0285,0.0038,0.0053,0.0039,0.004,-0.0012,0.007,6.7677,0.0092,0.0347,6.1074,0.0106,0.0737,0.7234,4.4643,0.225,1.0835,0.0138,1.2643,0.0089,0.0085,0.1559,0.0156,5.0816,0.4731,0.0087,4.3959,0.7877,0.2412,0.0066,0.0062,0.0057,0.0212,0.0039,2.0828,0.0072,0.0139,0.0264,5.3925,1.3529,0.0099,0.0038,0.0039,0.0061,2.3712,0.4449,0.0628,0.0139,0.0114,0.0051,0.0188,3.5595,0.089,0.0214,0.1359,0.1359,5.0261,0.0085,0.0296,0.0041,0.0047,0.7154,0.0047,0.0066,0.0058,0.0075,0.0073,0.6028,0.0097,0.005,0.0062,0.1019,0.0402,0.0099,0.0588,0.0257,0.0045,1.1129,0.8943,1.4408,2.5101,5.3781,2.2769,3.5707,0.0042,0.0086,0.0051,0.0166,1.0576,1.2137,0.3597,0.2251,0.0693,1.5681,1.3371
521,0.0183,0.0162,0.0811,0.3808,0.0186,0.0155,0.0321,0.0523,1.2241,0.0448,0.1969,0.1513,0.6738,0.0132,0.1843,3.6612,0.0161,0.0163,0.0135,0.0455,0.0154,0.0405,0.1364,0.0919,0.0146,0.0231,1.5302,0.0135,0.0387,0.0757,0.1826,0.0224,0.0188,0.0142,0.007,0.0163,0.0128,0.0284,0.0156,0.1353,0.1442,0.0107,0.0372,0.0313,5.3722,0.1419,0.1722,3.872,0.4519,0.0088,0.0216,0.71,0.1268,3.3272,0.0159,5.1643,0.1059,0.4198,0.017,2.3737,0.1485,0.3512,3.3196,3.0484,0.3373,0.9932,0.0301,0.0216,3.4314,6.0149,0.2603,0.9869,0.0149,0.008,0.0064,0.0702,0.0074,0.0157,0.04,0.0148,0.0354,0.0383,0.0905,2.2078,0.0497,0.0204,0.0137,0.0781,0.265,0.008,0.0062,0.0318,0.0385,0.0148,0.0356,0.0187,0.0407,0.0074,0.0156,0.0075,0.0094,0.009,0.0331,6.7822,0.0224,0.0262,5.8466,0.0187,0.3506,0.8145,4.6595,0.4367,1.7455,0.0203,1.4642,0.0127,0.0194,0.1415,0.0605,5.0287,0.39,0.0424,4.4897,0.8667,0.3525,0.0167,0.0085,0.0364,0.0622,0.0075,2.0529,0.0369,0.0398,0.0353,5.3924,1.404,0.042,0.0078,0.0074,0.0204,2.4293,0.4422,0.0752,0.0463,0.0221,0.0165,0.0581,3.6386,0.1068,0.025,0.2451,0.1326,5.0863,0.0176,0.0216,0.0087,0.0146,0.7614,0.0187,0.0186,0.0088,0.0394,0.0323,0.555,0.0203,0.0314,0.0186,0.1152,0.0354,0.0424,0.0367,0.0743,0.0153,1.2495,0.8828,1.2705,2.4784,5.4499,2.4249,3.6018,0.0067,0.0092,0.0104,0.0436,0.9808,1.2552,0.4482,0.2994,0.0786,1.8749,1.2377
522,0.0322,0.0339,0.0716,0.3613,-0.0044,-0.0009,0.0281,0.0379,1.1204,0.0214,0.1948,0.1593,0.4739,0.0497,0.261,3.1015,0.0118,0.012,0.0088,0.0637,0.0101,0.0189,0.0855,0.0678,0.0087,0.0255,1.5493,0.0096,0.011,0.085,0.1546,0.0192,0.0143,0.009,0.0075,0.0111,0.0082,0.0254,0.0114,0.207,0.1851,0.0131,0.0085,0.0118,5.1197,0.13,0.1544,3.6746,0.4486,0.0119,0.0279,0.5996,0.1013,3.5189,0.0176,4.8838,0.082,0.2342,0.0262,2.1179,0.0554,0.414,3.1932,2.9765,0.3641,1.0528,0.0565,0.0138,3.3942,5.9979,0.2172,0.6695,0.008,0.0043,0.0071,0.0159,0.0045,-0.0052,0.0294,0.0091,0.0492,0.0188,0.1298,1.9941,0.0101,0.0087,0.0099,0.0514,0.33,-0.003,0.0043,0.0115,0.0183,0.0229,0.0084,0.0076,0.0353,0.0117,0.0249,0.0005,0.0232,0.0236,0.0225,6.502,0.0175,0.033,5.8608,0.0341,0.1264,0.7453,4.915,0.3015,1.7354,0.0272,1.7775,0.0212,0.0198,0.2388,0.03,4.8724,0.6694,0.0124,4.3257,0.8474,0.6118,0.0121,0.0237,0.0103,0.0515,0.007,1.9974,0.0171,0.0264,0.0732,5.3357,1.3582,0.0338,0.0087,0.009,0.0098,2.2192,0.4083,0.0595,0.0258,0.0182,0.0096,0.03,3.723,0.1113,0.0406,0.1839,0.1141,5.2434,-0.0038,0.0495,0.0099,0.0065,0.7093,0.0135,0.0104,0.0104,0.0122,0.013,0.5985,0.0144,0.0119,0.0117,0.0686,0.029,0.0294,0.0655,0.0515,0.001,1.4466,0.8423,1.4365,2.4336,5.6351,2.432,3.6532,0.0075,0.0471,0.0234,0.0293,1.0034,1.2568,0.4021,0.3641,0.1314,1.8344,1.6426
523,0.0512,0.0646,0.0492,0.3024,0.0242,0.0235,0.1322,0.0317,1.2123,0.0357,0.1594,0.1648,0.4154,0.0646,0.1807,3.3258,0.0392,0.0415,0.0381,0.0413,0.0397,0.0404,0.0701,0.0556,0.0379,0.0616,1.7762,0.0361,0.0255,0.0469,0.1098,0.0338,0.0408,0.0379,0.0084,0.0382,0.0348,0.0163,0.0391,0.1972,0.1936,0.0109,0.0234,0.0169,5.1415,0.1024,0.1255,3.5907,0.373,0.0213,0.0595,0.5997,0.1171,3.8553,0.0269,4.6917,0.0803,0.2761,0.0394,2.1779,0.067,0.3951,3.0396,2.8028,0.3645,1.4201,0.0783,0.0298,3.1006,5.9945,0.2879,0.6947,0.035,0.0093,0.0068,0.0343,0.012,0.0435,0.0343,0.0386,0.0354,0.05,0.1278,2.0959,0.0265,0.0086,0.0239,0.0439,0.2877,0.0099,0.007,0.0212,0.0344,0.0422,0.0203,0.0259,0.022,0.0089,0.0368,0.0057,0.0093,0.0097,0.0326,6.3353,0.0367,0.0374,5.5865,0.0314,0.2042,0.9158,4.7153,0.2159,1.2689,0.0419,1.8702,0.0228,0.032,0.2161,0.0247,4.8897,0.5175,0.0232,4.3049,0.8207,0.3349,0.0259,0.0106,0.0087,0.0524,0.0081,2.18,0.0187,0.0251,0.0313,5.2083,1.3738,0.0607,0.0086,0.0087,0.039,2.2183,0.3667,0.0839,0.028,0.0213,0.024,0.024,3.5148,0.1278,0.058,0.3718,0.1232,5.2853,0.027,0.0578,0.0091,0.02,0.7701,0.0242,0.0225,0.0113,0.0131,0.0337,0.6775,0.0269,0.0323,0.0252,0.0599,0.0171,0.0177,0.0633,0.0883,0.0123,1.4494,0.9599,1.3079,2.2868,5.4503,2.3769,3.3438,0.0087,0.0121,0.0097,0.031,1.1894,1.3881,0.3797,0.3693,0.2414,1.6763,1.826
524,0.0684,0.0726,0.1091,0.3504,0.054,0.0498,0.1681,0.0674,1.2465,0.0955,0.1957,0.136,0.4512,0.0646,0.1865,3.216,0.0499,0.0546,0.0494,0.0514,0.0505,0.069,0.0761,0.134,0.0483,0.0714,1.7375,0.033,0.0354,0.0597,0.1951,0.0373,0.0392,0.0512,0.0348,0.0529,0.0451,0.0205,0.0543,0.1474,0.2306,0.0176,0.0308,0.0281,5.2571,0.1167,0.1823,3.7311,0.3431,0.0237,0.0615,0.5485,0.1405,3.9698,0.119,4.4405,0.0794,0.545,0.1272,2.0795,0.0578,0.4026,2.9045,2.8188,0.4181,1.2334,0.0806,0.062,3.3022,5.9929,0.321,0.8204,0.0384,0.0141,0.0117,0.035,0.0138,0.0473,0.114,0.0484,0.0555,0.1008,0.1497,2.065,0.0475,0.0121,0.0479,0.0786,0.3601,0.0233,0.0114,0.0345,0.0509,0.0581,0.0296,0.0521,0.0449,0.013,0.1217,0.0138,0.0126,0.0224,0.0432,7.2521,0.0542,0.1341,5.4745,0.0337,0.4594,0.9,4.6497,0.1986,1.4259,0.0687,2.0476,0.0465,0.0642,0.1887,0.0723,4.8684,0.4243,0.036,4.3516,0.6729,0.3182,0.0675,0.02,0.0324,0.1715,0.0119,2.0901,0.0376,0.0354,0.0713,5.1641,1.6062,0.1335,0.0154,0.0143,0.0553,2.1243,0.3203,0.1603,0.1014,0.0454,0.0275,0.0681,3.5743,0.1064,0.0892,0.3395,0.1089,5.0277,0.0589,0.0623,0.0161,0.0471,0.963,0.06,0.0518,0.0164,0.0372,0.0731,0.6981,0.0679,0.0707,0.0592,0.0599,0.0162,0.0375,0.0652,0.0624,0.0489,1.3238,0.8615,1.8631,2.1792,5.1396,2.4148,3.6494,0.0134,0.0174,0.0139,0.0235,0.7977,1.4082,0.4783,0.3847,0.069,1.8715,2.2427
525,0.1723,0.2275,0.0417,0.4398,0.068,0.0615,0.201,0.0893,1.2926,0.1906,0.3768,0.4276,0.3883,0.177,0.1299,3.1417,0.0803,0.0836,0.081,0.0815,0.0827,0.0959,0.0678,0.058,0.0798,0.2024,1.6177,0.0804,0.1061,0.065,0.1448,0.0454,0.1182,0.0825,0.084,0.0738,0.0664,0.0421,0.102,0.2452,0.1905,0.015,0.0714,0.047,5.5078,0.2455,0.1942,3.8183,0.5775,0.0288,0.1283,0.5141,0.1024,5.3535,0.1109,4.6913,0.156,0.9213,0.1682,1.925,0.17,0.4365,3.1101,3.0648,0.5118,1.0245,0.2342,0.062,3.3897,6.1739,0.3309,0.6443,0.0429,0.0134,0.0109,0.0726,0.0119,0.0904,0.1432,0.0811,0.0693,0.1858,0.1576,2.0342,0.0893,0.0095,0.0636,0.1677,0.433,0.0135,0.0115,0.0702,0.1014,0.083,0.0658,0.0617,0.0456,0.0121,0.1658,0.0122,0.012,0.0165,0.1311,6.7227,0.0888,0.1216,6.0129,0.0354,0.1001,0.713,4.9985,0.313,1.3207,0.1038,1.8671,0.1119,0.0874,0.2089,0.0719,4.9732,0.4776,0.0353,4.5275,0.7626,0.4216,0.1078,0.0138,0.0575,0.2173,0.0109,2.176,0.0448,0.1033,0.1121,5.3726,1.4598,0.101,0.0119,0.0124,0.0743,2.2163,0.4778,0.2006,0.2428,0.0454,0.0249,0.177,3.7462,0.0837,0.2314,0.384,0.1704,5.2265,0.0909,0.1459,0.0155,0.0483,0.8309,0.1057,0.0803,0.0146,0.0524,0.0739,0.5823,0.0861,0.0735,0.0589,0.1689,0.0195,0.0586,0.0753,0.0898,0.0557,1.3065,0.7988,1.1297,2.2165,5.8212,2.4968,3.8631,0.0121,0.0158,0.013,0.138,1.0785,1.3959,0.4225,0.3577,0.1165,1.9314,1.7524
