,Guyana,Suriname,Trinidad and Tobago,Venezuela,Samoa,Tonga,Argentina,Bolivia,Brazil,Chile,Ecuador,Paraguay,Peru,Uruguay,Guatemala,Mexico,Barbados,Dominica,Grenada,St. Lucia,St. Vincent and the Grenadines,Dominican Republic,Haiti,Jamaica,Bahamas,Belize,Colombia,Costa Rica,Cuba,El Salvador,Honduras,Nicaragua,Panama,Antigua and Barbuda,St. Kitts and Nevis,Iceland,Ireland,United Kingdom,Cape Verde,Cote d'Ivoire,Ghana,Liberia,Portugal,Spain,Burkina Faso,Guinea,Guinea-Bissau,Mali,Senegal,Sierra Leone,The Gambia,Djibouti,Eritrea,Ethiopia,Mongolia,Iraq,Jordan,Kazakhstan,Norway,Russia,Sweden,Algeria,Cameroon,Central African Republic,Tunisia,Benin,Equatorial Guinea,Kiribati,Niger,Nigeria,Sao Tome and Principe,Togo,Albania,Bosnia and Herzegovina,Croatia,Italy,Macedonia,Malta,Bulgaria,Cyprus,Georgia,Greece,Lebanon,Turkey,Austria,Czech Republic,Denmark,Hungary,Poland,Slovakia,Slovenia,Belgium,France,Luxembourg,Netherlands,Switzerland,Belarus,Estonia,Finland,Latvia,Lithuania,Moldova,Romania,Ukraine,Maldives,Oman,Somalia,Sri Lanka,Turkmenistan,Uzbekistan,Yemen,Armenia,Azerbaijan,Bahrain,Iran,Kuwait,Qatar,Saudi Arabia,United Arab Emirates,Afghanistan,Kyrgyzstan,Nepal,Pakistan,Tajikistan,Bangladesh,Bhutan,Brunei,Japan,North Korea,Palau,Philippines,South Korea,Cambodia,Laos,Myanmar,Thailand,Vietnam,Marshall Is.,Micronesia,Botswana,Burundi,Rwanda,Zambia,Zimbabwe,Comoros,Lesotho,Malawi,Mozambique,South Africa,Swaziland,Angola,Congo,"Congo, DRC",Fiji,Gabon,Namibia,New Zealand,Madagascar,Mauritius,Seychelles,Timor Leste,Australia,Nauru,Papua New Guinea,Solomon Is.,Tuvalu,Vanuatu,Canada,Germany,Taiwan,China,Malaysia,Singapore,Indonesia,Libya,Chad,Israel,Syria,Egypt,India,Montenegro,Kosovo,Serbia,United States,Uganda,Kenya,Tanzania,Morocco,Mauritania,Sudan,South Sudan
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11621546690382199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.57107554589909,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.71100679308593,0.0,0.0,18.628316067538538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.555763410388608,0.0,0.0,0.0,0.0,0.0,1.618128343696259,26.431569926147294,0.0,1.394094317304853,0.0,0.0,0.0,36.845506378218595,91.62979203544947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.440590914073283,13.66788285917344,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.01467156998317,0.0,0.0,72.63894742868969,0.0,0.0,0.0,150.4732907091067,0.30644480670201635,21.967531017678063,0.0,1.1396551407532036,0.0,0.0,0.0,0.0,1534.893187711481,0.0,0.0,9.862186297771041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.83813649030733,0.0,0.0,0.0,19.532261225862538,12.18648284032688,0.0,0.0,0.0,0.0,17.938110211118815,0.0,0.0,0.0,0.0,0.0,0.0,114.30218795660666,0.0,0.0,0.0,0.0,84.69072487193236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.58129328104796,0.0,15.345208780618611,0.0697292801422932,193.647199558591,19.90565853758934,17.99047612105109,0.0,0.0,0.0,0.0,0.0,12.19548948337619,0.0,0.0,0.0,0.0,9.24968901676681
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013284500475324364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.597576341625725,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.790946593118894,0.0,0.0,16.675064620772954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.07047884225856,0.0,0.0,0.0,0.0,0.0,1.3314251987408188,30.689217925940135,0.0,0.6003317757756839,0.0,0.0,0.0,20.00964676770235,97.1734917479421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.74962249528803,12.589234922506472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.408582767503119,0.0,0.0,84.82378207698883,0.0,0.0,0.0,174.68045742185026,0.2465037392240016,19.751787472766434,0.0,2.322347815800707,0.0,0.0,0.0,0.0,1390.6211647298085,0.0,0.0,17.98249765777424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.844852726578925,0.0,0.0,0.0,17.980917537411766,4.5492745254560045,0.0,0.0,0.0,0.0,15.34090402131405,0.0,0.0,0.0,0.0,0.0,0.0,136.54416958796958,0.0,0.0,0.0,0.0,66.52523703821387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2268034063245463,0.0,0.0,0.007970700285194619,199.51823332617283,18.15105684608066,27.32009268600447,0.0,0.0,0.0,0.0,0.0,12.973003526725876,0.0,0.0,0.0,0.0,5.5500033183639905
2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.630905154597707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.77862258744604,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.20536434919927743,0.0,73.20448836426412,0.0,0.0,0.0,0.0,0.0,2.0594913043227314,35.582661744440564,2.2813263764406995,1.4995189908982478,0.0,0.0,0.0,31.303990814352147,108.87413809098084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.393587896826747,10.716825390319254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.12749115303051,0.0,0.0,64.8631262998416,0.0,0.0,0.0,179.17076453989208,0.20714925857515712,15.708402336849993,0.0,7.621502676751191,0.0,0.0,0.0,0.0,1383.9633607473165,0.0,0.0,16.38225096428642,0.0,0.012644548628138401,0.0,0.0,0.0,0.0,0.0,23.93465635215426,0.0,0.0,0.0,16.227612190246166,2.5234257274370506,0.0,0.0,0.0,0.0,14.046350533085171,0.0,0.0,0.0,0.0,0.0,0.0,104.49748722804317,0.0,0.0,0.05382120931419352,0.0,65.0524673846228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9847383386425705,16.1927248984803,0.0,0.0,75.36846818421262,26.730903939829286,31.938739605674456,0.0,0.0,0.0,0.0,0.0,18.93546364046392,0.0,0.0,0.0,0.533170819728924,4.05624995833437
3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0903426877529832,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.429023458805954,0.0,0.0,2.302317321299431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.015826967245937,0.0,0.0,0.0,0.0,0.0,2.2025932184966077,32.49963218044629,0.0,1.4363948322348246,0.0,0.0,0.0,25.288222265489736,227.60540449003327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5806127299461177,0.6151128024889946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8817414040125335,0.0,0.0,51.86399610032047,0.0,0.0,0.0,166.66626374706797,0.21601373952247105,17.988703892941803,0.0,5.260522938945324,0.0,0.0,0.0,0.0,1428.9137581997732,0.0,0.0,8.51753886655667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.244192292371526,0.0,0.0,0.0,19.28486620018555,1.9064385358309486,0.0,0.0,0.0,0.0,11.803335012838959,0.0,0.0,0.0,0.0,0.0,0.0,138.74986317549119,0.0,0.0,0.18510421098641236,0.0,82.67831604514217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.9225700567063377,0.0,9.126342769705651,0.0,103.63974649247297,31.760991469705843,18.057432251235138,0.0,0.0,0.0,0.0,0.0,20.572337485749294,0.0,0.0,0.0,0.0,4.949966259148275
4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.47177791855218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19276504560753913,0.0,10.28587483660003,0.0,0.0,0.0,0.0,0.0,2.7843843693702457,29.2533669976728,0.0,1.8681504636747437,0.0,0.0,0.0,33.41917415028871,447.0385895464736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9705320976378435,10.077201940355975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.478655475225846,0.0,0.0,143.33467735073953,0.0,0.0,0.0,159.36755894105045,0.14418410177096422,12.790533835572585,0.0,6.310895604026218,0.0,0.0,0.0,0.0,1402.0099156393983,0.0,0.0,10.529431211371799,0.0,0.0033745490730189864,0.0,0.0,0.0,0.0,0.0,27.39193961607876,0.0,0.0,0.0,17.097054456974252,1.575882511025938,0.0,0.0,0.0,0.0,7.761536586278385,0.0,0.0,0.0,0.0,0.0,0.0,77.04513747412796,0.0,0.0,0.016744702449537293,0.0,78.2506062688037,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.4858292856407105,98.98503000180729,0.9181611364036696,0.0,55.7109023133678,20.39135448460966,41.24614974191622,0.0,0.0,0.0,0.0,0.0,12.675871053132255,0.0,0.0,0.0,0.7488235654621301,5.17306293461235
5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.28030253968654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04097790993110685,0.0,14.796116208636352,0.0,0.0,0.0,0.0,0.0,1.994886748377264,35.9236811645904,0.0,1.5202673476137905,0.0,0.0,0.0,23.071178812296974,385.4178814618553,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.313395703768165,7.289535939962836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.145830524910755,0.0,0.0,117.23242937499495,0.0,0.0,0.0,157.56881818453772,0.17765952647520897,13.66516270913691,0.0,8.12653135212765,0.0,0.0,0.0,0.0,1445.2757555772691,0.0,0.0,6.03038631121046,0.0,8.210257013341513e-06,0.0,0.0,0.0,0.0,0.0,35.42718504415267,0.0,0.0,0.0,16.181061997415245,1.082723233281501,0.0,0.0,0.0,0.0,11.5452122522081,0.0,0.0,0.0,0.0,0.0,0.0,77.41107904182151,0.0,0.0,0.07308662887431282,0.0,80.43058589232352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.683482064460276,62.45245705501696,0.0,0.0,49.37473746737918,26.30976984309942,32.73917609457226,0.0,0.0,0.0,0.0,0.0,13.512164251124025,0.0,0.0,0.0,0.27793551923247356,6.298589957902075
6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.66591370946308,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06218418178003701,0.0,12.67824997069777,0.0,0.0,0.0,0.0,0.0,2.099124882941486,32.47068388345792,0.0,1.7351622344551652,0.0,0.0,0.0,29.47572327120109,287.49166111188384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.039021221661662,6.484569319528913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.155387658298105,0.0,0.0,148.7488058477699,0.0,0.0,0.0,187.1455955138707,0.26364878810967984,18.4367927334489,0.0,7.07042742520042,0.0,0.0,0.0,0.0,1498.8435650805707,0.0,0.0,21.67354415691638,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.53848551502902,0.0,0.0,0.0,16.340958691628757,1.5551252867432734,0.0,0.0,0.0,0.0,16.350314259212567,0.0,0.0,0.0,0.0,0.0,0.0,77.85014325806749,0.0,0.0,0.07516618117750543,0.0,89.11886628178922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.295226620555049,62.03936868534624,0.7919238172794004,0.0,52.6627795619668,18.870249470819797,34.486758978844065,0.0,0.0,0.0,0.0,0.0,11.027365663616974,0.0,0.0,0.0,0.30507736464260127,8.355845632466204
7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1225517578787578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.679705705558945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.043333273110350574,0.0,12.091314868139605,0.0,0.0,0.0,0.0,0.0,1.812673230446966,28.263875452030106,0.0,1.1423047119735645,0.0,0.0,0.0,27.718154748222336,237.05582427974286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8713740080210943,9.937778917434125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.923047217194721,0.0,0.0,97.95639150277522,0.0,0.0,0.0,186.0667129860668,0.230258231143146,16.02537089273102,0.0,5.174584321082399,0.0,0.0,0.0,0.0,1548.3033216115525,0.0,0.0,5.519570410310889,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.240417005796466,0.0,0.0,0.0,16.849486324476015,1.757393881869275,0.0,0.0,0.0,0.0,23.465132982220148,0.0,0.0,0.0,0.0,0.0,0.0,81.50160207658222,0.0,0.0,0.05503233303893724,0.0,83.16592751033794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.3650050890872483,22.50219158858344,0.45170064996753273,0.0,60.4980428190155,14.51229598980251,24.121376817369292,0.0,0.0,0.0,0.0,0.0,11.680240695519595,0.0,0.0,0.0,0.21152584349880502,8.181466521038672
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.197647839929774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.861757818885,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04273074375251726,0.0,11.942647295672932,0.0,0.0,0.0,0.0,0.0,1.4573319037054735,25.78246507925393,0.0,1.107002685030521,0.0,0.0,0.0,24.323069542208245,162.80338333203176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.224056925981628,8.296419616891592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.475369720613508,0.0,0.0,95.11868174547071,0.0,0.0,0.0,173.57215094895045,0.37687783414062087,26.86717729454433,0.0,3.8579335924963027,0.0,0.0,0.0,0.0,1597.8960149042016,0.0,0.0,8.1491757187658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.789699247608965,0.0,0.0,0.0,19.38774035693866,2.722282302280979,0.0,0.0,0.0,0.0,22.941955280751117,0.0,0.0,0.0,0.0,0.0,0.0,114.2807149214754,0.0,0.0,0.03978696284495923,0.0,94.02657249901975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.8546466901870153,14.611740005663899,5.916647912024376,0.0,53.37341673566449,10.26753020107439,40.07059900207714,0.0,0.0,0.0,0.0,0.0,13.043640337589611,0.0,0.0,0.0,0.17100309679701142,8.420577566470731
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.645890448041813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.29201495016217,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02087366102320718,0.0,6.63243944076623,0.0,0.0,0.0,0.0,0.0,1.3300052776099756,25.215832476310325,0.0,1.0864247065050507,0.0,0.0,0.0,31.45876218446389,146.78411319808245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.779654191706423,2.9103744121426467,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.119714474661143,0.0,0.0,83.57973955727374,0.0,0.0,0.0,153.50702629912854,0.42925886753827774,40.592995330819136,0.0,2.071138668101301,0.0,0.0,0.0,0.0,1646.7986814921883,0.0,0.0,4.521517888938342,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.430641617848536,0.0,0.0,0.0,18.587958599878508,2.0469170640225283,0.0,0.0,0.0,0.0,19.37818545995184,0.0,0.0,0.0,0.0,0.0,0.0,68.46902551882626,0.0,0.0,0.03620138770045403,0.0,95.4543808455597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7559363206367804,13.133936710932641,10.972107779891099,0.0,53.14528129941009,9.417055599863389,33.743994874490355,0.0,0.0,0.0,0.0,0.0,13.864547425357845,0.0,0.0,0.0,0.15218303777383899,8.290705723120176
