,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00930886083277789,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007749011713044863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,-0.010399083880872689,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007950022032465805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,-0.011034368833254388,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008151032351886748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,-0.011830359704574092,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00835204267130769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,-0.012551684020317122,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008553052990728633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,-0.013301036801509136,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008754063310149576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,-0.014037982353091437,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008955073629570518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,-0.014779759493035156,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00915608394899146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,-0.0155194588620735,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009357094268412403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,-0.016259985474182274,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009558104587833346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,-0.0170001624598396,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009759114907254288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,-0.017740480517231417,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009960125226675231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.093711452798321e-05,0,0,0.02260300565264073,0,0,0,0,0
