,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007749011713044863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6.6561e-06,0,0,0.023798858768242632,0,0,0,0,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0.006164383561643837,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.007950022032465805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1397364e-05,0,0,0.020136941210381478,0,0,0,0,0
2,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008151032351886748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.6056157e-05,0,0,0.027851812541484833,0,0,0,0,0
3,0,0,0,0,0,0,0,0,0,0,0,0,0.008489614397098765,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00835204267130769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.831909e-05,0,0,0.027527669444680214,0,0,0,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0.005037349929441082,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008553052990728633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.769489e-05,0,0,0.01269756443798542,0,0,0,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0.0018327608704566956,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008754063310149576,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.6458346e-05,0,0,0.013205103576183319,0,0,0,0,0
6,0,0,0,0,0,0,0,0,0,0,0,0,0.011520257497415903,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.008955073629570518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4.990354e-05,0,0,0.02260300565264073,0,0,0,0,0
7,0,0,0,0,0,0,0,0,0,0,0,0,0.002348336594911953,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00915608394899146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.6115604e-05,0,0,0.02260300565264073,0,0,0,0,0
8,0,0,0,0,0,0,0,0,0,0,0,0,0.004361819334814884,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0034684874369459093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000120841374,0,0,0.02260300565264073,0,0,0,0,0
9,0,0,0,0,0,0,0,0,0,0,0,0,0.0036343676441860174,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009558104587833346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.7397782e-05,0,0,0.019245488569140434,0,0,0,0,0
10,0,0,0,0,0,0,0,0,0,0,0,0,0.0028881754021809827,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009759114907254288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.835847e-05,0,0,0.049700867384672165,0,0,0,0,0
11,0,0,0,0,0,0,0,0,0,0,0,0,0.008657986592962269,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.009960125226675231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.919956e-05,0,0,0.05407983809709549,0,0,0,0,0
